Block,Female,Haplotype,Male exposure,Vial,Female offspring,Male offspring,Other,Total offspring,Mortality
8,148,Dahomey,H,2,8,16,0,24,N
8,148,Dahomey,L,3,0,1,0,1,Y
8,148,Dahomey,H,4,0,0,0,0,Y
8,149,Dahomey,L,1,17,10,1,28,N
8,149,Dahomey,H,2,12,20,0,32,N
8,149,Dahomey,L,3,4,1,0,5,N
8,149,Dahomey,H,4,12,8,0,20,N
8,150,Sweden,H,1,24,26,0,50,N
8,150,Sweden,L,2,27,23,0,50,N
8,150,Sweden,H,3,20,31,0,51,N
8,150,Sweden,L,4,14,23,0,37,N
8,151,Sweden,H,1,23,23,0,46,N
8,151,Sweden,L,2,20,18,0,38,N
8,151,Sweden,H,3,17,28,0,45,N
8,151,Sweden,L,4,20,26,0,46,N
8,152,Sweden,H,1,21,29,0,50,N
8,152,Sweden,L,2,22,13,0,35,N
8,152,Sweden,H,3,12,16,0,28,N
8,152,Sweden,L,4,14,21,1,36,N
8,153,Sweden,L,1,32,17,0,49,N
8,153,Sweden,H,2,11,13,1,25,N
8,153,Sweden,L,3,38,28,0,66,N
8,153,Sweden,H,4,33,34,1,68,N
8,154,Sweden,L,1,6,14,0,20,N
8,154,Sweden,H,2,21,21,0,42,N
8,154,Sweden,L,3,16,15,0,31,N
8,154,Sweden,H,4,11,14,0,25,N
8,155,Sweden,L,1,17,20,0,37,N
8,155,Sweden,H,2,22,31,0,53,N
8,155,Sweden,L,3,30,31,1,62,N
8,155,Sweden,H,4,35,30,0,65,N
8,156,Israel,H,1,27,40,0,67,N
8,156,Israel,L,2,27,19,1,47,N
8,156,Israel,H,3,37,40,0,77,N
8,156,Israel,L,4,29,31,4,64,N
8,157,Israel,H,1,7,23,0,30,N
8,157,Israel,L,2,30,29,0,59,N
8,157,Israel,H,3,19,30,0,49,N
8,157,Israel,L,4,0,2,0,2,Y
8,158,Israel,H,1,29,31,0,60,N
8,158,Israel,L,2,20,18,0,38,N
8,158,Israel,H,3,19,23,0,42,N
8,158,Israel,L,4,52,55,3,110,N
8,159,Israel,L,1,18,21,0,39,N
8,159,Israel,H,2,10,12,0,22,N
8,159,Israel,L,3,23,28,0,51,N
8,159,Israel,H,4,0,0,0,0,Y
8,160,Israel,L,1,14,17,0,31,N
8,160,Israel,H,2,15,17,0,32,N
8,160,Israel,L,3,19,24,2,45,N
8,160,Israel,H,4,15,25,0,40,N
8,161,Brownsville,H,1,24,25,5,54,N
8,161,Brownsville,L,2,19,31,0,50,N
8,161,Brownsville,H,3,10,15,0,25,N
8,161,Brownsville,L,4,0,0,0,0,Y
8,162,Brownsville,H,1,25,20,0,45,N
8,162,Brownsville,L,2,17,22,0,39,N
8,162,Brownsville,H,3,9,18,0,27,N
8,162,Brownsville,L,4,13,16,0,29,N
8,163,Brownsville,L,1,18,26,0,44,N
8,163,Brownsville,H,2,11,12,1,24,N
8,163,Brownsville,L,3,13,20,0,33,N
8,163,Brownsville,H,4,18,22,0,40,N
8,164,Brownsville,L,1,25,24,0,49,N
8,164,Brownsville,H,2,24,10,0,34,N
8,164,Brownsville,L,3,19,28,0,47,N
8,164,Brownsville,H,4,25,24,0,49,N
8,165,Barcelona,H,1,11,11,0,22,Y
8,165,Barcelona,L,2,0,0,0,0,Y
8,165,Barcelona,H,3,0,0,0,0,Y
8,165,Barcelona,L,4,0,0,0,0,Y
8,166,Barcelona,H,1,32,30,1,63,N
8,166,Barcelona,L,2,9,16,0,25,N
8,166,Barcelona,H,3,22,31,0,53,N
8,166,Barcelona,L,4,16,15,0,31,N
8,167,Barcelona,H,1,22,21,0,43,N
8,167,Barcelona,L,2,0,0,0,0,N
8,167,Barcelona,H,3,0,0,0,0,N
8,167,Barcelona,L,4,0,0,0,0,N
8,168,Barcelona,L,1,25,18,0,43,N
8,168,Barcelona,H,2,16,16,0,32,N
8,168,Barcelona,L,3,3,14,0,17,N
8,168,Barcelona,H,4,0,0,0,0,Y
8,169,Barcelona,L,1,18,21,0,39,N
8,169,Barcelona,H,2,6,8,0,14,N
8,169,Barcelona,L,3,5,9,0,14,Y
8,169,Barcelona,H,4,0,0,0,0,Y
